#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Gouania willdenowi","Eukaryota;Animals;Fishes","","SAMEA104026382","PRJEB30359","GCA_900634775.1"," Chromosome",937.151,38.4531,"chromosome 1:NC_041044.1/LR131998.1; chromosome 2:NC_041045.1/LR132002.1; chromosome 3:NC_041046.1/LR132003.1; chromosome 4:NC_041047.1/LR131994.1; chromosome 5:NC_041048.1/LR131993.1; chromosome 6:NC_041049.1/LR132000.1; chromosome 7:NC_041050.1/LR131985.1; chromosome 8:NC_041051.1/LR131991.1; chromosome 9:NC_041052.1/LR131997.1; chromosome 10:NC_041053.1/LR131995.1; chromosome 11:NC_041054.1/LR131984.1; chromosome 12:NC_041055.1/LR132004.1; chromosome 13:NC_041056.1/LR131999.1; chromosome 14:NC_041057.1/LR131983.1; chromosome 15:NC_041058.1/LR131987.1; chromosome 16:NC_041059.1/LR131992.1; chromosome 17:NC_041060.1/LR131986.1; chromosome 18:NC_041061.1/LR131982.1; chromosome 19:NC_041062.1/LR131996.1; chromosome 20:NC_041063.1/LR131990.1; chromosome 21:NC_041064.1/LR132001.1; chromosome 22:NC_041065.1/LR131988.1; chromosome 24:NC_041066.1/LR131989.1","CAAAFV01",441,43478,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/634/775/GCA_900634775.1_fGouWil2.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/775/GCF_900634775.1_fGouWil2.1"
"Apocyclops royi","Eukaryota;Animals;Other Animals","","SAMEA4938043","PRJEB28764","GCA_900607525.1","Scaffold",262.264,34.1,,"UYDY01",97072,0,"2018-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/607/525/GCA_900607525.1_AroyWGS1.0",
"Emydocephalus ijimae","Eukaryota;Animals;Reptiles","","SAMD00132326","PRJDB7221","GCA_004319985.1","Scaffold",1625.2,40.3,,"BHEV01",157858,0,"2019-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/985/GCA_004319985.1_emyIji_1.0",
"Hydrophis melanocephalus","Eukaryota;Animals;Reptiles","","SAMD00134211","PRJDB7271","GCA_004320005.1","Scaffold",1402.64,34.8,,"BHFS01",122022,0,"2019-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/320/005/GCA_004320005.1_hydMel_1.0",
"Scolopax mira","Eukaryota;Animals;Birds","","SAMD00156786","PRJDB7801","GCA_004320125.1","Scaffold",1091.29,41.6,,"BJBW01",40750,0,"2019-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/320/125/GCA_004320125.1_Scolopax_mira_ver1.0",
"Dendrocopos noguchii","Eukaryota;Animals;Birds","","SAMD00156787","PRJDB7802","GCA_004320165.1","Scaffold",1134.56,44.8,,"BJBY01",154720,0,"2019-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/320/165/GCA_004320165.1_Dendrocopos_noguchii_ver1.0",
"Bubo blakistoni","Eukaryota;Animals;Birds","","SAMD00160568","PRJDB7800","GCA_004320225.1","Scaffold",1193.86,41.7,,"BJCB01",46772,0,"2019-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/320/225/GCA_004320225.1_Bubo_blakistoni_ver1.0",
"Cataglyphis niger","Eukaryota;Animals;Insects","BZT_M4B","SAMN10176808","PRJNA494690","GCA_004329405.1","Scaffold",295.978,36.2,,"SJPC01",163186,0,"2019-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/405/GCA_004329405.1_Cnig_gn1",
"Sebastes nudus","Eukaryota;Animals;Fishes","SN_1","SAMN10490952","PRJNA511689","GCA_004335365.1","Contig",724.045,40.6,,"RZNL01",180312,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/365/GCA_004335365.1_ASM433536v1",
"Pseudoliparis sp. Yap Trench","Eukaryota;Animals;Fishes","","SAMN10662039","PRJNA512070","GCA_004335475.1","Scaffold",840.641,43.8,,"RZNG01",3134,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/475/GCA_004335475.1_ASM433547v1",
"Hofstenia miamia","Eukaryota;Animals;Other Animals","","SAMEA5228626","PRJEB30854","GCA_900660155.1","Scaffold",949.846,28,,"CABFPE01",18348,0,"2019-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/155/GCA_900660155.1_ASM90066015v1",
"Drosophila innubila","Eukaryota;Animals;Insects","TH190305","SAMN11037163","PRJNA524688","GCA_004354385.1"," Chromosome",167.994,36.5601,"chromosome 4:CM015045.1; chromosome X:CM015046.1; mitochondrion MT:CM015047.1","SKCT01",364,0,"2019-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/385/GCA_004354385.1_UK_Dinn_1.0",
"Cecropterus lyciades","Eukaryota;Animals;Insects","","SAMN05958461","PRJNA351921","GCA_002930495.1","Scaffold",566.834,18.1,"mitochondrion MT:CM009487.1","MOOZ01",47369,0,"2018-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/930/495/GCA_002930495.1_3311_assembly_v1_with_mito",
"Anarrhichthys ocellatus","Eukaryota;Animals;Fishes","YVR2014","SAMN10245424","PRJNA595352","GCA_004355925.1","Scaffold",612.791,42.6001,"mitochondrion MT:NC_044782.1/","SAUM01",10817,41887,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/925/GCA_004355925.1_GSC_Weel_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/925/GCF_004355925.1_GSC_Weel_1.0"
"Dasyprocta punctata","Eukaryota;Animals;Mammals","BS37","SAMN07678076","PRJNA399386","GCA_004363535.1","Scaffold",3012.1,40.8,,"RJWM01",986664,0,"2019-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/535/GCA_004363535.1_DasPun_v1_BIUU",
"Perognathus longimembris pacificus","Eukaryota;Animals;Mammals","BS65","SAMN07678105","PRJNA399459","GCA_004363475.1","Scaffold",2601.7,41.8,,"RJWR01",2409818,0,"2019-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/475/GCA_004363475.1_PerLonPac_v1_BIUU",
"Tupaia tana","Eukaryota;Animals;Mammals","BS70","SAMN07678117","PRJNA399462","GCA_004365275.1","Scaffold",3648.91,42,,"RJWV01",3883620,0,"2019-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/365/275/GCA_004365275.1_TupTan_v1_BIUU",
"Cuniculus paca","Eukaryota;Animals;Mammals","BS43","SAMN07678075","PRJNA399385","GCA_004365215.1","Scaffold",3399.58,40.8,,"RJWT01",3768450,0,"2019-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/365/215/GCA_004365215.1_CunPac_v1_BIUU",
"Oikopleura vanhoeffeni","Eukaryota;Animals;Other Animals","WitlessB-2012","SAMN10688988","PRJNA512634","GCA_004367855.1","Scaffold",643.663,30.2,,"SCLH01",79827,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/855/GCA_004367855.1_ASM436785v1",
"Oikopleura albicans","Eukaryota;Animals;Other Animals","PointB-2012","SAMN10688971","PRJNA512633","GCA_004367875.1","Scaffold",365.958,33.9,,"SCLG01",92906,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/875/GCA_004367875.1_ASM436787v1",
"Oikopleura longicauda","Eukaryota;Animals;Other Animals","LaJolla-2011","SAMN10688934","PRJNA512629","GCA_004367895.1","Contig",308.74,37.3,,"SCLD01",178440,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/895/GCA_004367895.1_ASM436789v1",
"Bathochordaeus stygius","Eukaryota;Animals;Other Animals","SS-2019","SAMN10699232","PRJNA513251","GCA_004367955.1","Scaffold",396.467,36.6,,"SCLE01",467514,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/955/GCA_004367955.1_ASM436795v1",
"Mesochordaeus erythrocephalus","Eukaryota;Animals;Other Animals","Monterey-2011","SAMN10699233","PRJNA513252","GCA_004367975.1","Scaffold",874.019,36.4,,"SCLF01",745784,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/975/GCA_004367975.1_ASM436797v1",
"Fritillaria borealis","Eukaryota;Animals;Other Animals","Espegrend-2014","SAMN10688927","PRJNA512626","GCA_004368075.1","Scaffold",143.085,40.5,,"SDII01",142328,0,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/368/075/GCA_004368075.1_ASM436807v1",
"Mesorhabditis belari","Eukaryota;Animals;Roundworms","JU2817","SAMEA5150020","PRJEB30104","GCA_900631915.1","Contig",163.453,37,,"UZWA01",1721,0,"2019-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/631/915/GCA_900631915.1_M.Belari_Hybrid_genome",
"Atta texana","Eukaryota;Animals;Insects","BFLM02","SAMN08932544","PRJNA450218","GCA_004480015.1","Scaffold",286.873,32.6,,"QEPB01",48129,0,"2019-03-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/480/015/GCA_004480015.1_UT_Atex_0.2",
"Plectus murrayi","Eukaryota;Animals;Roundworms","PM201648","SAMN04625768","PRJNA317772","GCA_004785735.1","Scaffold",225.714,43.6,,"LZQM01",117230,0,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/735/GCA_004785735.1_ASM478573v1",
"Grammomys surdaster","Eukaryota;Animals;Mammals","TR1022","SAMN11172698","PRJNA533235","GCA_004785775.1","Scaffold",2412.66,41.3,,"SRMG01",23656,38183,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/775/GCA_004785775.1_NIH_TR_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/785/775/GCF_004785775.1_NIH_TR_1.0"
"Lanistes nyassanus","Eukaryota;Animals;Other Animals","A2010","SAMN10977644","PRJNA523095","GCA_004794575.1","Scaffold",507.389,42.3,,"SMGT01",17149,0,"2019-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/575/GCA_004794575.1_ASM479457v1",
"Temnothorax longispinosus","Eukaryota;Animals;Insects","","SAMN08905699","PRJNA449506","GCA_004794745.1","Scaffold",260.682,35.4,,"QBLH01",3987,13061,"2019-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/745/GCA_004794745.1_tlon_1.0",
"Oryzaephilus surinamensis","Eukaryota;Animals;Insects","S25-3","SAMN06433610","PRJNA356192","GCA_004796505.1","Scaffold",104.009,29.2,,"SSSI01",10890,0,"2019-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/796/505/GCA_004796505.1_ASM479650v1",
"Pyxicephalus adspersus","Eukaryota;Animals;Amphibians","1538","SAMN08767028","PRJNA439445","GCA_004786255.1"," Chromosome",1563.37,39.2274,"chromosome 1:CM016416.1; chromosome 2:CM016417.1; chromosome 3:CM016418.1; chromosome 4:CM016419.1; chromosome 5:CM016420.1; chromosome 6:CM016421.1; chromosome 7:CM016422.1; chromosome 8:CM016423.1; chromosome 9:CM016424.1; chromosome 10:CM016425.1; chromosome 11:CM016426.1; chromosome 12:CM016427.1; chromosome Z:CM016428.1; chromosome W:CM016429.1","PZQJ01",5411,0,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/255/GCA_004786255.1_Pads_1.0",
"Varanus komodoensis","Eukaryota;Animals;Reptiles","SLA01","SAMN10967258","PRJNA523222","GCA_004798865.1","Scaffold",1507.95,43.6,,"SJPD01",1411,0,"2019-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/798/865/GCA_004798865.1_ASM479886v1",
"Tuta absoluta","Eukaryota;Animals;Insects","","SAMN10666957","PRJNA512383","GCA_004799115.1","Scaffold",906.54,34.5,,"SNMR01",51398,0,"2019-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/115/GCA_004799115.1_ASM479911v1",
"Neodiprion pinetum","Eukaryota;Animals;Insects","NP003.3g2","SAMN07177410","PRJNA388449","GCA_004916985.1","Scaffold",269.775,33.2,,"SSWZ01",1593,0,"2019-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/916/985/GCA_004916985.1_UKY_Npine_v1",
"Nylanderia fulva","Eukaryota;Animals;Insects","TAMU-Nful-2015","SAMN10848236","PRJNA542903","GCA_005281655.1","Scaffold",375.107,35.3,,"SGBU01",2869,24514,"2019-05-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/281/655/GCA_005281655.1_TAMU_Nfulva_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/655/GCF_005281655.1_TAMU_Nfulva_1.0"
"Eumeta japonica","Eukaryota;Animals;Insects","","SAMD00127338","PRJDB7096","GCA_005406025.1","Scaffold",731.847,33.9,,"BGZK01",12720,100319,"2019-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/025/GCA_005406025.1_Evar_2.0",
"Caenorhabditis panamensis","Eukaryota;Animals;Roundworms","QG2080","SAMEA4838557","PRJEB28259","GCA_900536275.1","Scaffold",79.0483,41.6,,"UNPI01",986,0,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/275/GCA_900536275.1_CPANA_v1",
"Caenorhabditis becei","Eukaryota;Animals;Roundworms","QG2083","SAMEA4839305","PRJEB28243","GCA_900536315.3","Scaffold",87.8674,42.4,,"UNPF02",1565,0,"2018-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/315/GCA_900536315.3_CBECE_v1",
"Drosophila azteca","Eukaryota;Animals;Insects","UCSD 14012-1071.03","SAMN11653812","PRJNA501875","GCA_005876895.1","Contig",219.084,44.1,,"VCKU01",126,0,"2019-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/876/895/GCA_005876895.1_DaztRS1",
"Drosophila orena","Eukaryota;Animals;Insects","14021-0245.01","SAMN11653813","PRJNA501875","GCA_005876975.1","Contig",182.891,41.2,,"VCKV01",422,0,"2019-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/876/975/GCA_005876975.1_DoreRS1",
"Drosophila neonasuta","Eukaryota;Animals;Insects","IND_DNNAS_KL14","SAMN06052360","PRJNA318949","GCA_005889595.1","Scaffold",131.274,39.3,,"MRUE01",37048,0,"2019-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/889/595/GCA_005889595.1_DR_NNAS_KL_v1",
"Pandalus platyceros","Eukaryota;Animals;Other Animals","SPOT","SAMN10106038","PRJNA492798","GCA_005815305.1","Scaffold",146.261,36.9,,"SKFP01",89926,0,"2019-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/815/305/GCA_005815305.1_GSC_Sprawn_1.0",
"Syngnathus acus","Eukaryota;Animals;Fishes","","SAMEA104381750","PRJEB32741","GCA_901709675.1"," Chromosome",324.331,43.4524,"chromosome 1:LR594587.1; chromosome 2:LR594588.1; chromosome 3:LR594589.1; chromosome 4:LR594590.1; chromosome 5:LR594591.1; chromosome 6:LR594592.1; chromosome 8:LR594593.1; chromosome 9:LR594594.1; chromosome 10:LR594595.1; chromosome 11:LR594596.1; chromosome 12:LR594597.1; chromosome 13:LR594598.1; chromosome 14:LR594599.1; chromosome 15:LR594600.1; chromosome 16:LR594601.1; chromosome 17:LR594602.1; chromosome 19:LR594603.1; chromosome 20:LR594604.1; chromosome 21:LR594605.1; chromosome 22:LR594606.1; chromosome 23:LR594607.1; chromosome 24:LR594608.1","CABFKE01",87,0,"2019-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/709/675/GCA_901709675.1_fSynAcu1.1",
"Trichonephila clavipes","Eukaryota;Animals;Other Animals","Nep-004","SAMN06132062","PRJNA356433","GCA_002102615.1","Scaffold",2439.3,22.7,,"MWRG01",180236,0,"2017-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/615/GCA_002102615.1_NepCla1.0",
"Terrapene carolina triunguis","Eukaryota;Animals;Reptiles","2854851","SAMN08285364","PRJNA435426","GCA_002925995.2","Scaffold",2571.27,44.6,,"PRFB02",52260,34138,"2018-02-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/995/GCA_002925995.2_T_m_triunguis-2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/925/995/GCF_002925995.2_T_m_triunguis-2.0"
"Tragelaphus buxtoni","Eukaryota;Animals;Mammals","MTN-9119","SAMN08714501","PRJNA438286","GCA_006411685.1","Scaffold",3267.49,36.2,,"SJYJ01",2910462,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/411/685/GCA_006411685.1_MTN",
"Beroe forskalii","Eukaryota;Animals;Other Animals","Bf201606","SAMN08156691","PRJNA421807","GCA_011033025.1","Scaffold",218.982,40.1986,"mitochondrion MT:CM021663.1","WFMF01",1547,0,"2020-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/033/025/GCA_011033025.1_UCSC_Bfor_v1",
"Microtus arvalis","Eukaryota;Animals;Mammals","LVR205A","SAMN12142102","PRJNA551185","GCA_007455615.1","Scaffold",2620.58,41.7,,"VIIT01",1081432,0,"2019-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/455/615/GCA_007455615.1_ASM745561v1",
"Trinorchestia longiramus","Eukaryota;Animals;Other Animals","TLONG-mixed","SAMN11791816","PRJNA543945","GCA_006783055.1","Scaffold",886.359,33.5,,"VCRD01",30897,9,"2019-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/783/055/GCA_006783055.1_ASM678305v1",
"Eudorcas thomsonii","Eukaryota;Animals;Mammals","TMG-4057","SAMN08714486","PRJNA438286","GCA_006408755.1","Scaffold",2904.27,41.7,,"SJYE01",123308,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/408/755/GCA_006408755.1_TMG",
"Actinia equina","Eukaryota;Animals;Other Animals","AE1","SAMN09602970","PRJNA479715","GCA_011057435.1","Contig",409.058,37.5,,"WHPX01",1486,0,"2020-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/435/GCA_011057435.1_equina_smartden.arrow4.noredun",
"Charadrius alexandrinus","Eukaryota;Animals;Birds","SYSb1531","SAMN12714389","PRJNA564483","GCA_008711295.1","Scaffold",1231.94,41.3,,"VUYV01",17135,0,"2019-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/711/295/GCA_008711295.1_ASM871129v1",
"Rana temporaria","Eukaryota;Animals;Amphibians","935","SAMN12123141","PRJNA550264","GCA_009802015.1","Scaffold",4282.72,25.9,,"VIAC01",398602,0,"2019-12-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/802/015/GCA_009802015.1_UCB_Rtem_1.0",
"Etheostoma spectabile","Eukaryota;Animals;Fishes","EspeVRDwgs_2016","SAMN12373147","PRJNA606051","GCA_008692095.1"," Chromosome",854.807,40.9467,"chromosome 1:NC_045733.1/CM018435.1; chromosome 2:NC_045734.1/CM018436.1; chromosome 3:NC_045735.1/CM018437.1; chromosome 4:NC_045736.1/CM018438.1; chromosome 5:NC_045737.1/CM018439.1; chromosome 6:NC_045738.1/CM018440.1; chromosome 7:NC_045739.1/CM018441.1; chromosome 8:NC_045740.1/CM018442.1; chromosome 9:NC_045741.1/CM018443.1; chromosome 10:NC_045742.1/CM018444.1; chromosome 11:NC_045743.1/CM018445.1; chromosome 12:NC_045744.1/CM018446.1; chromosome 13:NC_045745.1/CM018447.1; chromosome 14:NC_045746.1/CM018448.1; chromosome 15:NC_045747.1/CM018449.1; chromosome 16:NC_045748.1/CM018450.1; chromosome 17:NC_045749.1/CM018451.1; chromosome 18:NC_045750.1/CM018452.1; chromosome 19:NC_045751.1/CM018453.1; chromosome 20:NC_045752.1/CM018454.1; chromosome 21:NC_045753.1/CM018455.1; chromosome 22:NC_045754.1/CM018456.1; chromosome 23:NC_045755.1/CM018457.1; chromosome 24:NC_045756.1/CM018458.1; mitochondrion MT:NC_042203.1/","VOFY01",3119,45686,"2019-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/095/GCA_008692095.1_UIUC_Espe_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/095/GCF_008692095.1_UIUC_Espe_1.0"
"Protosalanx chinensis","Eukaryota;Animals;Fishes","HBGT01","SAMN14001151","PRJNA604876","GCA_010882115.1","Scaffold",466.694,45,,"JAAIVE01",1775,0,"2020-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/882/115/GCA_010882115.1_ASM1088211v1",
"Otus sunia","Eukaryota;Animals;Birds","oso-nibr-517","SAMN08398467","PRJNA431699","GCA_010365825.1","Scaffold",1231.43,41.4,,"PYXB01",108826,0,"2020-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/825/GCA_010365825.1_OtuSun1.0",
"Timema douglasi","Eukaryota;Animals;Insects","","SAMEA5384775","PRJEB31411","GCA_901482245.1","Scaffold",1123.07,35.1,,"CABEEJ01",317771,0,"2019-05-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/482/245/GCA_901482245.1_1S_Tdi_b3v08",
"Streptopelia turtur","Eukaryota;Animals;Birds","","SAMEA994735","PRJEB32724","GCA_901699155.1"," Chromosome",1178.93,41.8417,"chromosome 1:LR594551.1; chromosome 2:LR594552.1; chromosome 3:LR594553.1; chromosome 4:LR594554.1; chromosome 5:LR594556.1; chromosome 6:LR594558.1; chromosome 7:LR594557.1; chromosome 8:LR594559.1; chromosome 9:LR594560.1; chromosome 10:LR594562.1; chromosome 11:LR594563.1; chromosome 12:LR594561.1; chromosome 13:LR594564.1; chromosome 14:LR594565.1; chromosome 15:LR594567.1; chromosome 17:LR594569.1; chromosome 18:LR594570.1; chromosome 19:LR594568.1; chromosome 20:LR594566.1; chromosome 21:LR594571.1; chromosome 22:LR594577.1; chromosome 23:LR594572.1; chromosome 24:LR594573.1; chromosome 25:LR594579.1; chromosome 26:LR594575.1; chromosome 27:LR594576.1; chromosome 28:LR594574.1; chromosome 30:LR594580.1; chromosome 32:LR594581.1; chromosome 33:LR594578.1; chromosome Z:LR594555.1","CABFKC01",357,0,"2019-05-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/699/155/GCA_901699155.1_bStrTur1.1",
"Liparis tanakae","Eukaryota;Animals;Fishes","","SAMN10970109","PRJNA523297","GCA_006348945.1","Scaffold",498.979,40.7,,"SRLO01",27878,68289,"2019-06-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/348/945/GCA_006348945.1_SNU_Ltan_1.0",
"Brachionus rotundiformis","Eukaryota;Animals;Other Animals","Italy2","SAMN11607791","PRJNA541909","GCA_006352405.1","Contig",51.0587,27.8,,"VATC01",3742,0,"2019-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/405/GCA_006352405.1_Brotund_Italy2",
"Brachionus asplanchnoidis","Eukaryota;Animals;Other Animals","OHJ22","SAMN11604502","PRJNA541909","GCA_006352335.1","Contig",114.426,26.2,,"VAHG01",23471,0,"2019-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/335/GCA_006352335.1_Basp_OHJ22",
"Brachionus sp. 'Tiscar'","Eukaryota;Animals;Other Animals","TiscarSM28","SAMN11607793","PRJNA541909","GCA_006352455.1","Contig",70.984,26.2,,"VANL01",8605,0,"2019-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/455/GCA_006352455.1_Btisc_TiscarSM28",
"Cephalophus harveyi","Eukaryota;Animals;Mammals","HVD-549","SAMN08714507","PRJNA438286","GCA_006410635.1","Scaffold",2816.64,41.1,,"SJYT01",85160,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/635/GCA_006410635.1_HVD",
"Neotragus pygmaeus","Eukaryota;Animals;Mammals","RAL-4837","SAMN08714492","PRJNA438286","GCA_006410875.1","Scaffold",2895.87,40.5,,"SJYV01",354089,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/875/GCA_006410875.1_RAL",
"Redunca redunca","Eukaryota;Animals;Mammals","BHR-557","SAMN08714512","PRJNA438286","GCA_006410935.1","Scaffold",2724.98,41.3,,"SJYQ01",534502,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/935/GCA_006410935.1_BHR",
"Montipora capitata","Eukaryota;Animals;Other Animals","Colony #1","SAMN10221787","PRJNA495325","GCA_006542545.1","Scaffold",614.51,36.8,,"RDEB01",27865,0,"2019-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/545/GCA_006542545.1_Mcap_UHH_1.1",
"Dysdera silvatica","Eukaryota;Animals;Other Animals","NMH25907","SAMN09381544","PRJNA475203","GCA_006491805.1","Scaffold",1359.27,30.6,"mitochondrion MT:CM016944.1","QLNU01",65202,0,"2019-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/491/805/GCA_006491805.1_Dsil_genome_draft",
"Centrocercus minimus","Eukaryota;Animals;Birds","UT7","SAMN11266852","PRJNA529426","GCA_005890655.1","Scaffold",1000.04,41.5,"mitochondrion MT:CM016737.1","SPOS01",985,0,"2019-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/655/GCA_005890655.1_Cmin_1.0",
"Erethizon dorsatum","Eukaryota;Animals;Mammals","214976","SAMN10984256","PRJNA523436","GCA_006547115.1","Scaffold",2436.55,41.1,,"SWEC01",15915,0,"2019-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/547/115/GCA_006547115.1_GSC_porc_1.0",
